"|","|__-","|__id","|__ratings","|__total","|__category__1____001","|__category__2____-","|__category__1____002","|__category__1____003","|__category__1____004","|__category__1","|__category__2","|__category__3","|__category__4","|__category__5","|__category__6","|__category__7","|__category__8","|__category__9","|__category__10","|__category__11","|__category__12","|__category__13","|__category__14","|__category__15","|__category__16","|__category__17","|__category__18","|__category__19","|__category__20","|__category__21","|__category__22","|__category__23","|__category__24","|__category__25","|__category__26","|__category__27","|__category__28","|__category__29","|__category__30","|__category__31","|__category__32","|__category__33","|__category__34","|__category__35","|__category__36","|__category__37","|__category__38","|__category__39","|__category__40","|__category__41","|__category__42","|__category__43","|__category__44","|__category__45","|__category__46","|__category__47","|__category__48","|__category__49","|__category__50","|__category__51","|__category__52","|__category__53","|__category__54","|__category__55","|__category__56","|__category__57","|__category__58","|__category__59","|__category__60","|__category__61","|__category__62","|__category__63","|__category__64","|__category__65","|__category__66","|__category__67","|__category__68"
"Schools Upset Over Fidget Spinner Toys","","6cTvfZGwIo8","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANIME FIDGET SPINNERS","","6kIsEzEmI9w","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fidget Spinner Haters!","","6zuGk80VS6k","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fidget Spinner VS Launchpad","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEINE FIDGET SPINNER SAMMLUNG !!","","1nRty3wNwsI","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ULTIMATE TEST: FIDGET SPINNER VS COCONUT CRAB","","3JC9XV1YRb0","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dinosaurs are coming! Marvel Avengers Hulk, Spider-Man! Transform using fidget spinner! - DuDuPopTOY","","3is6xNAmuPo","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"How Long Can a Fidget Spinner Spin in a Vacuum Chamber? Will It Spin Forever?","","3v3OOHsB-6g","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Homemade Lamborghini fidget spinner","","4XWcRyS3QbU","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fidget Spinner and Tide Pod Challenge - SCP 087","","4x2sfwNdl8M","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"How To Make Fidget Spinner Out Of Bottle Caps Without Bearings  - [No.11]","","5MRlZIknnSs","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fidget spinner selber bauen   GEWINNSPIEL!!!  [German/HD]","","7kjLVyk59dM","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHREDDING FIDGET SPINNER - EXPERIMENT AT HOME","","7mCjpYFu-J0","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fidget Spinner Vs Face (Legit Had To Get Stitches)","","8D3vI1615K4","1","100","c_violence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10 Times Fidget Spinners Got Kids In Trouble","","8JD1MGTlIk4","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DIAMENTOWY FIDGET SPINNER ZA $10,000? ZGADNIESZ JEGO PRAWDZIWĄ CENĘ?","","8TOy8roPXcc","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$2 FIDGET SPINNER VS $1600 LAPTOP, INSANE 1000MPH!!!! GONE WRONG ALMOST DIED PEWDIEPIE","","8avAH-_yZak","1","100","c_violence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Back to School Shopping and Fidget Spinner Toy Hunt with Ryan's Family Review","","9QMcWL9v9ak","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"How to CRAFT a FIDGET SPINNER BOW in MINECRAFT!","","9bF1V0kNlYE","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Marble Olympics 2017 - E3: Fidget Spinner Collision (Marble Game)","","9tywog3-8IE","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Longest duration spinning a fidget spinner on one hand - Guinness World Records","","A79gFQ0dCis","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Airsoft (Un)funny Moments 03 - Juggernaut, Push-Ups, Fidget Spinners!","","AW_tbKMbnwQ","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAKE FAZE MEMBER BREAKS HIS FIDGET SPINNER IN 1V1! (Black Ops 3 Trolling)","","Aa-He-Z_V9M","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Playing Minecraft With a Fidget Spinner (Facecam Q","","Azim28QeXHY","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"""Free Energy Magnetic Fidget Spinner"" Real?","","BSdSDfOWbNs","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6 AMAZING AND EASY DIY SPINNERS || CANDLE FIDGET SPINNER","","BTTbTmlE-nc","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"piper gets a fidget spinner/grounded","","BVtLgh5zBV8","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Ice Experiments: Molten Fidget Spinners","","BvhNsTYSXWA","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAKE YOUR FIDGET SPINNER FLY AND LEVITATE TRICK","","By8f0Ta1lsQ","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIVE STREAM! Spinning a Fidget Spinner for 24 Hours (FAIL)","","CGg8X1U_PDQ","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Caillou brings a Fidget Spinner to School","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rocket Powered Fidget Spinner","","DUmIDz5L0O8","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Why I can't stand the Fidget Spinner Trend","","Do68_opRd4U","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spinz.io HACK ! EPIC TROLLING PEOPLE IN SPINZIO | Slitherio with FIDGET SPINNERS","","DsA_amE7vPU","1","100","c_badthings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Learn Colors Play Doh Sparkle Barbie Disney Princess Ladybug Shoes High Heels Dress Fidget Spinner","","DyW5D9YUwQA","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THE MINECRAFT FIDGET SPINNER TROLL! (Minecraft Trolling)","","EAmiRHTT7pI","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Entire Matthew Silver Fidget Spinner Video","","EJsTc4oibLY","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IS THAT A FIDGET SPINNER?!? BURN IT!!!","","EtTalROe46Q","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DAS IST NICHT DEIN ERNST!? (Fidget Spinner Sammlung) | ungeklickt","","Et_CTtqyGaU","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Level1 News August 15 2017: Nuclear Powered Fidget Spinners","","F55Njfp-2DQ","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"shibe doesn't like fidget spinner","","FTFChckMTX0","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXPERIMENT WAFFLE IRON vs FIDGET SPINNER TOY","","FpVL3pvdzNI","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Make a Brushless Motor from a Fidget Spinner","","FvagOj-yaK8","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nick Jr.  Bubble Guppies  Magical Fidget Spinners","","GDxX88GsFuE","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Shackleton's Voyage of Endurance (2002)","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MON PAPI JOUE DU PIANO COMME UN BOSSS !!!!","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Deluded Trump Haters Can't Answer Simple Questions","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Carmelo Anthony Told Draymond Green:I Would Beat You Shit Out！","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Documentaire // 3EME Guerre Mondiale // Préparation Bunker Secrets Américain Antinucléaire // 2017","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IS THE NFL FIXED ? - Admitted FBI and MOB TIES 2018","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OMGG! UN CHEATER EN PLEINE VIDÉO!(PUTACLIC!)","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trollface Quest Internet Memes!! BEST Funny Fails/Wins Compilation Gamevideo for Kids Part 1","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jet Li's The Enforcers DivX","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"[HACK]COMMENT AVOIR NETFLIX GRATUITEMENT ET EN ILLIMITÉE 2018","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NullCore - Cheating with an Australium sniper rifle","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Musa Eroğlu Mihriban (Tufan Beats)","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHEATING IN TF2 COMPETITIVE IS SO FUNNY AND ORIGINAL XDXDXDDDDDDDDDDDD","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Extremely hot twerking","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Patrick get beat up by KY STAR GMOD video was by Lightwolf","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"This Video Will Make You Hate Team 10... (Jake Paul, Chance and Anthony, Martinez Twins)","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YTP Dennis Prager Has War On Christmas Flashbacks","","-57IUDeMaCI","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BURGER MANIA!!! The Hamburger Challenge Cheaters!","","9zPTpxh-k_M","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Meet My Boyfriend!","","PQUTR4iTSuA","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Max Euwe beats birthday boy Bobby Fischer in 20 moves | 1957","","Wno-k1IrZDY","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pusha T | Drink Champs (Full Episode)","","d4gCyWj6eUc","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Télécommande sans fils ""homemade"" pour appareil photo compact - démonstration","","ed7xbDCOF4s","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMOD CALL OF DUTY WW2 HACKER EXPOSED? www.bigpackets.com","","roOmMiS6Tm8","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"If you Drop a Feather and a Metal Cube in a Vacuum Chamber Will They Hit at the Same Time?","","s9Zb3xAgIoY","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Hud","","y3uPYHTF79M","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rage Against The Machine - No Shelter","","6NEoesmnYU4","1","0","c_art","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Suicide Machines I Never Promised You A Rose Garden Subtitulada (HD)","","9qmxT5Znrl8","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Réveillon musclé - Caljbeut","","cX19T7_0s10","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREEPIEST VIDEO!?! - Deep Web Exploration 15","","d64rFtuncQk","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"İzlediğinizde Fena Halde Rahatlayacağınız Video","","dr4kwabSVl8","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35 CRAZY SMART LIFE HACKS WITH EVERYDAY ITEMS","","-P4gQ2iPDFM","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WARNING: BIG FLOPPY DICKS!! | Genital Jousting - Part 1","","DXhk-XCY4i0","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Practicing Singing - 5 Hacks to Improve Your Voice Fast!","","NFPVbZxi3Yg","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Copil de 10 ani doarme prin scari de bloc. Am nevoie de ajutor !!!!","","QFEb-1Kt64s","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"How To Put Hitboxes in Minecraft No Hacking---- Minecraft","","RbLoJdKAOhE","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Joyeux Anniversaire | 3 ans","","SvFDy3Q2kfg","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Harry and Taylor 2012- 2017,haylor never dies","","Uzr0gKRBw2w","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Install Ubuntu OS on Your Android Phone..!![Run Windows Like Software on Android][Hacker's Ubuntu]","","WcEzhMn5H4U","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"François Pérusse - Sexe Conseils (Tous les sketches)","","aZouqoK-Qh0","1","100","c_sex","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eric Burdon and The Animals - Good Times","","lGAFPRaXqJk","1","0","c_art","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURPRISING MY GIRLFRIEND WITH A TRIP TO DISNEYLAND!","","AyklvY12nak","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CONFIRMED: Hashtag Bugoy Carino, Nabuntis ang Girlfriend na si EJ Laure!","","P7JF64TNFE0","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUMMONING HEROBRINE!! (Minecraft Trolling)","","RJ82vC0VR-g","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Choosing Your First Xiao (Chinese Flute)","","SC_YRpQH8ME","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BEARINGS ONLY |  STUPID SKATE EP 54","","k-_ERF7BIc8","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0 SUBSCRIBER PRANK on Tessa Brooks *SHE CRIED*","","qg9UCAv1aa8","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OMG J'OUVRE UN SERVEUR DISCORD SA TOURNE MAL EXPLICATION JE RATE MON RAMADAN  CONCOURS HAND SPINNER","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Should I Buy A Duplex And Rent The Other Half?","","xLUxf_-dcoc","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDIOT Drivers Compilation WEEK 2 JULY 2016 Driving Fails, Road Rage and Crashes","","-MAt1J_94AY","1","100","c_violence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"anime dance saxobeat amv","","18tVQHVCTbY","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"College Algebra - Lecture 1 - Numbers","","1Amt_-uB9QQ","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"John Hiatt - Since His Penis Came Between Us","","58hHVlZCfvM","1","0","c_art","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"When Your Friend’s Child Misbehaves","","83YNqMQYjt4","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hot Bodybuilder Huge Ripped Man Sexy Flex","deleted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sexy TWERK Choreography - HOT ! ! !","","tSrkA0ZeU9g","1","100","c_sex","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trump Denies Bombshell Claim That He Approved Trump Tower Meeting | The Beat With Ari Melber | MSNBC","","9KrPh10-5yw","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"★¡NUEVO HACK DE STATS INFINITAS EN DRAGON BALL RAGE *SCRIPT*★","","P0qkS_d6-0A","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VALD ""Ma meilleure amie"" au festival Beauregard","","R8gk2SlgVYY","1","0","c_art","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LA VERITÉ sur WIL AIME ?","","W5oRBrcs3uk","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Smoke  bomb/Grenade Injury Airsoft Ballahack Airsoft Injury GoPro","","W6RzwVuKOkU","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRANKUJE MOJĄ NAUCZYCIELKĘ tekstem piosenki NIENAWIDZĘ SZKOŁY [REUPLOAD]","","hZdYCq-Qefk","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ON PARODIE DES CLIPS ! (Feat Amixem)","","_EU-uU1ZvTY","1","50","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Amixem en 12 questions","","_vWk0d6ubII","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMIXEM EN VIEUX (FACEAPP) 😂","","aJIdgsthpxA","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JE DÉTRUIS LE DÉCOR D'AMIXEM !","","aW3k14BmhUk","1","100","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COULISSES DE LA PARIS GAMES WEEK 2015 ! - Amixem","","cpXaxw0p2Wo","1","0","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J'OUVRE VOS SNAPCHAT ! - AMIXEM","","dK9Gwt1eFtE","1","25","","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
